Company_Name,HeadQuarter,Sector,Amount($),Stage,Year,Investor
Pristyn Care,Gurugram,Hospital & Health Care,96000000,Series E,2021,"Kunal Shah, Deepinder Goyal, Abhiraj Singh Bhal"
Plix,Mumbai,"Health, Wellness & Fitness",5000000,Series A,2021,"Guild Capital, RPSG Capital Ventures"
Uni Cards,Bangalore,Financial Services,70000000,Series A,2021,"General Catalyst, Eight Roads Ventures, Elevation Capital"
Practically,Hyderabad,E-learning,5000000,,2021,"NB Ventures, Earlsfield Capital"
Nestasia,Kolkata,Retail,4000000,Series A,2021,"Varun Alagh, Sahil Barua"
Vedic Cosmeceuticals,Noida,Cosmetics,32000000,Series A,2021,Sixth Sense Ventures
Juspay,Bangalore,FinTech,60000000,Series C,2021,SoftBank Vision Fund 2
TranZact,Mumbai,Information Technology & Services,7000000,Series A,2021,"Tribe Capital, Prime Venture Partners"
Atomberg,Mumbai,Consumer Electronics,20000000,,2021,Jungle Ventures
Ola,Bangalore,Mobility,500000000,,2021,Marquee international institutional investors
Mohalla Tech,Bangalore,Social media,266000000,Series G,2021,Alkeon Capital
Stack,Bangalore,Financial Services,4500000,Seed,2021,"Y Combinator, Harvard Management"
PropReturns,Mumbai,Real Estate,1200000,,2021,"Y Combinator﻿, ﻿Goodwater Capital"
WeSkill,Gurugram,E-learning,4000000,Seed,2021,"Shrishti Sahu, Umang Vohra"
Fitpage,Mumbai,"Health, Wellness & Fitness",300000,,2021,"Astra Ventures, Gaurav Jaitly"
ShopMyLooks,Noida,Digital platform,200000,,2021,"Capital A, Collective Artists Network"
ByteLearn,Noida,E-learning,9500000,Seed,2021,"Aditya Singhal, Nishant Sinha"
Dista,Pune,Computer Software,1200000,Seed,2021,Pentathlon Ventures
OfBusiness,Gurugram,Financial Services,325000000,,2021,"Alpha Wave Ventures II, Tiger Global Management, SoftBank Vision Fund II"
Bizongo,Mumbai,B2B Ecommerce,100000000,Series D,2021,Tiger Global
FRND,Bangalore,Online Media,6500000,Series A,2021,KRAFTON
Metadome,Bangalore,Computer Software,4000000,Series A,2021,"Chiratae Ventures, Lenskart Vision Fund"
Keka HR,Hyderabad,Information Technology & Services,1600000,,2021,Recur Club
The Gourmet Jar,Noida,Food & Beverages,150000,,2021,DevX Venture Fund
Flo Mobility,Bangalore,Industrial Automation,400000,,2021,"DevX Venture Fund, Blume Founder Fund"
Yodacart,Thane,E-commerce,225000,Seed,2021,Ajith Daneil
TheHouseMonk,Bangalore,Real Estate,5000000,,2021,Aurum Proptech
Zepto,Bangalore,E-commerce,100000000,,2021,Y-Combinator
Sirona Hygiene,New Delhi,"Health, Wellness & Fitness",10000000,,2021,The Good Glamm Group
Jumbotail,Bangalore,B2B Ecommerce,85000000,Series C,2021,Invus
Captain Fresh,Bangalore,Logistics & Supply Chain,40000000,Series B,2021,"Tiger Global, Prosus Ventures"
Deciwood,New Delhi,Consumer Electronics,200000,,2021,"Shuru Up, Ankit Kedia, Arun Gupta"
Kohbee,Bangalore,E-learning,235000,Seed,2021,"Ankit Mehrotra, Saurabh Aggarwal"
Perfora,Gurugram,Consumer Goods,260000,Seed,2021,Sauce.vc
Unbox Robotics,Pune,Logistics & Supply Chain,7000000,Series A,2021,"3one4 Capital, Sixth Sense Ventures"
Ninety One,Ahmedabad,Consumer Goods,30000000,Series A,2021,A91 Partners
Gobillion,New Delhi,Social commerce,2900000,Seed,2021,"YCombinator, Justin Mateen, Pioneer Fund"
RIPPLR,Bangalore,Logistics & Supply Chain,12000000,Series B,2021,"Sojitz Corporation, Stride Ventures"
SK Finance,Jaipur,Financial Services,53000000,Series F,2021,"IIFL Wealth, TPG Growth, Norwest Venture Partners"
Eggoz,Gurugram,Food & Beverages,3500000,Series A,2021,"Nabventures, Avaana Capital"
Fabriclore,Jaipur,Apparel & Fashion,700000,Series A,2021,"Fluid Ventures, Mulberry Silks"
Veefin,Mumbai,Information Technology & Services,3000000,,2021,Rajesh Rajendran
Verandah,Mumbai,Apparel & Fashion,1000000,Seed,2021,"Mike Novogratz, Neeraj Arora"
Karkinos Healthcare,Mumbai,Hospital & Health Care,0,,2021,Reliance Digital Health
OWO Technologies,Gurugram,Food & Beverages,3000000,Seed,2021,
EsportsXO,Bangalore,Mobile Games,1100000,Seed,2021,We Founder Circle
Zorgers,Mohali,Hospital & Health Care,0,,2021,Ritu Marya Family Office.
BangDB,Bangalore,Computer Software,0,,2021,Ten Innovate
Neobank Jupiter,Mumbai,Banking,86000000,Series C,2021,"Tiger Global, Sequoia Capital"
Skippi Ice Pops,Hyderabad,Food Production,130000,,2021,Shark Tank India
Glii,Noida,Dating,10000,Seed,2021,We Founder Circle
GlobalBees,New Delhi,E-commerce,111000000,Series B,2021,"Premji Invest, Steadview Capital"
Mamaearth,Gurugram,"Health, Wellness & Fitness",37000000,,2021,Sequoia
SecureNow,Gurugram,Insurance,6000000,Series B,2021,Apis Insurtech Fund I
Vendor Infra,Gurugram,Construction,265000,,2021,"SK Tripathi, Sanjeev Gupta"
Hakuna Matata,Chennai,Information Technology & Services,1000000,,2021,Hardcastle Petrofer
OneCard,Pune,Financial Services,76000000,,2021,"Ocean View Investment, QED Fund"
Doubtnut,Gurugram,EdTech,30000000,Series B,2021,"Omidyar Network, Tencent Holdings"
Hubhopper,New Delhi,Podcast,0,,2021,"ITI Growth Opportunities Fund, Unit-E Ventures"
Infra.Market,Thane,Construction,100000000,Series C,2021,"InnoVen Capital, Nexus Venture Partners"
Comofi Medtech,Bangalore,HeathTech,200000,,2021,CIIE.CO
Battery Smart,New Delhi,Battery,0,Seed,2021,Orios Venture Partners
Kutuki,Bangalore,EdTech,2000000,Seed,2021,Omidyar Network India
Onelife,Mumbai,Healthcare,0,,2021,Wipro venture capital arm
Eupheus,New Delhi,EdTech,4000000,Series B,2021,"Yuj Ventures, Sixth Sense Ventures"
KreditBee,Bangalore,FinTech,75000000,Series C,2021,"Premji Invest, Mirae Asset Naver Asia Growth Fund, Alpine Capital"
Pencil,Mumbai,Content publishing,1000000,Series A,2021,"Inflection Point Ventures, SucSEED Venture Partners"
Aisle,Bangalore,Dating,0,Series A,2021,"Anas Rahman Junaid, Vinod Jose"
Marquee Equity,Mumbai,FinTech,3800000,,2021,"Capital One, Arrowroot Capital"
UptimeAI,Bangalore,AI startup,1500000,Seed,2021,YourNest Venture Capital
WizKlub,Bangalore,EdTech,800000,Series A,2021,Incubate Fund India
Zolve,Bangalore,FinTech,15000000,Seed,2021,"Kunal Shah, Greg Kidd"
MediBuddy,Bangalore,EdTech,3000000,Debt,2021,"InnoVen Capital, TEAMFund"
Pariksha,Pune,EdTech,2000000,Series A,2021,"Venture Catalysts, 9Unicorns Accelerator Fund"
Express Stores,Gurugram,E-commerce,1000000,Seed,2021,"Venture Highway, Rohit Bansal"
Avataar Ventures,Bangalore,FinTech,100000000,,2021,
Zingbus,Haryana,Transportation,0,Series A,2021,"Venture Catalysts, 9Unicorns Accelerator Fund"
Phable,Bangalore,HealthTech,12000000,Series A,2021,"Fresco Capital, Social Starts"
Codingal,Bangalore,EdTech,0,,2021,"Y Combinator, Rebright Partners"
Supply6,Bangalore,Helathcare,100000,Seed,2021,"Rohit Goutamchand, India CXO Fund"
Swajal,Gurugram,Water purification,1600000,Series A,2021,"Rajasthan Venture Capital Fund, ACPL Exports"
BharatPe,New Delhi,FinTech,100000000,Series D,2021,"Amplo, Insight Partners"
Filo,New Delhi,EdTech,260000,Seed,2021,Better Capital
Method & Madness,Mumbai,Real Estate,2000000,Seed,2021,Justin Mateen
EduFund,Gujarat,FinTech,300000,Seed,2021,View Trade Holding Corp
Pepperfry,Mumbai,E-commerce,30000000,Debt,2021,"InnoVen Capital, Bertelsmann India Investments"
Zingavita,Chandigarh,HealthTech,400000,,2021,Anicut Angel Fund
Hypd Store,New Delhi,Content commerce,0,Seed,2021,ScoopWhoop
VerSe Innovation,Bangalore,Innovation Management,1000000000,Series H,2021,"Canaan Valley Capital, Glade Brook Capital Partners"
Supersourcing,Indore,Software company,200000,Seed,2021,"Vijay Shekhar Sharma, Dr Ritesh Malik"
AutomataPi,Powai,Automation,400000,Seed,2021,Indian Angel Network
Newton School,Bangalore,EdTech,5000000,Series A,2021,"RTP Global, Harshil Mathur"
TenderCuts,Chennai,Food Industry,15000000,,2021,"Paragon Partners, NABVENTURES"
Siply,Bangalore,FinTech,1000000,Seed,2021,Inflection Point Ventures
SarvaGram,Mumbai,FinTech,10000000,Series B,2021,Elevation Capital
Unlu,Gurugram,Celebrity Engagement,1000000,Seed,2021,EXPERT DOJO
GlobalFair,Gurugram,Trading platform,2000000,Seed,2021,"Saama Capital, India Quotient"
Eduvanz,Mumbai,FinTech,10000000,Debt,2021,"InCred Financial Services, Vivriti Capital, Northern Arc Capital"
OwO,Gurugram,E-commerce,200000,,2021,ah! Ventures
Progcap,New Delhi,FinTech,1000000,Debt,2021,"Somak Ghosh, M V Nair"
ABL Workspaces,New Delhi,Hospitality,600000,Series A,2021,Wurk
Nazara Technologies,Mumbai,Gaming,10000000,,2021,"Plutus Wealth Management, Turtle Entertainment"
Scentials,Mumbai,Personal Care,6000000,,2021,"Ambiga Subramanian, Goutham Ekollu"
SplashLearn,Gurugram,EdTech,18000000,Series C,2021,"Accel, Owl Ventures"
Maya,Bangalore,HealthTech,2200000,Seed,2021,Rajan Anadan
GoTo,Ghaziabad,Transportation,150000,,2021,Jesse Lucas
MediBuddy,Bangalore,HealthTech,40000000,Series B,2021,"IDFC Private Equity, Bessemer Venture Partners"
Zetwerk,Bangalore,E-commerce,120000000,Series D,2021,"Sequoia Capital India, Accel"
Remedico,Hyderabad,Healthcare,500000,,2021,"Venture Catalysts, Tahseen Consulting"
PrepBytes,Gurugram,EdTech,0,,2021,Equanimity Ventures
SATYA MicroCapital,New Delhi,FinTech,20000000,,2021,"BlueOrchard Finance S A, Gojo & Company"
YourPhysio,Nagpur,HealthTech,350000,Seed,2021,"Better Capital, Titan Capital"
Aviom Housing Finance,New Delhi,FinTech,1000000,Debt,2021,Gojo & Company
Hemp Horizons,Noida,Cannabis startup,200000,Seed,2021,Mumbai Angels
MPL,Bangalore,Gaming,95000000,,2021,"Pegasus Tech Ventures, Base Partners"
Koo,Bangalore,Blogging,4100000,Series A,2021,"3one4 Capital, Accel"
InnerHour,Mumbai,Healthcare,5200000,Series A,2021,"Hitesh Oberoi, Lightbox"
Origo,Gurugram,AgriTech,10000000,Debt,2021,YES Bank
ExMyB,Gurugram,Consulting,0,Seed,2021,Campus Fund
Elucidata,New Delhi,BioTechnology,5000000,Series A,2021,Hyperplane Venture Capital
Saveo,Bangalore,HealthTech,4000000,Seed,2021,"Matrix Partners India, RTP Global"
Qin1,Noida,EdTech,0,Series A,2021,Venture Catalysts
DotPe,Gurugram,FinTech,8000000,Seed,2021,"Info Edge, Ruizheng Investment"
Taskmo,Bangalore,B2B Marketplace,1400000,,2021,Quess Corp India
MasterMentors,West Bengal,EdTech,1500000,,2021,
KIKO TV,Mumbai,E-commerce,0,Series A,2021,"Sunil Kumar Singhvi, 9Unicorns Accelerator Fund"
Quali55Care,Mumbai,Health care,0,Seed,2021,India Accelerator’s Angel Investor Network
Ruptok,New Delhi,FinTech,10000000,,2021,Wurk
RevFin,New Delhi,FinTech,0,,2021,Shell Foundation
SeeVC,New Delhi,Tech Startup,1000000,Seed,2021,Jimmy Singh
Junio,New Delhi,EdTech,1000000,,2021,"Kunal Shah, Deepak Abbot"
VenWiz,Bangalore,B2B service,300000,Seed,2021,"Accel, Nexus Venture"
Vista Rooms,Mumbai,Hospitality,1000000,,2021,"Singapore Angel Network, Artha India Ventures"
Makers Hive,Hyderabad,Tech Startup,9000000,,2021,"Starfish Growth Partners, Investpad"
Headfone,Bangalore,Social audio,3000000,Seed,2021,Hashed
Zouk,Mumbai,Fashion and lifestyle,0,Seed,2021,Titan Capital
MPL,Bangalore,Gaming,5000000,,2021,"Pegasus Tech Ventures, Base Partners"
GrowFix,Bangalore,FinTech,2000000,Seed,2021,"Zerodha's Rainmatter Capital, Better Capital"
Bombay Shaving Company,New Delhi,Fashion and lifestyle,6000000,,2021,"Sixth Sense Ventures, Colgate Palmolive"
Dunzo,Bangalore,Delivery service,40000000,Series E,2021,"Lightbox, Evolvence India Fund"
BeyondSkool,Mumbai,EdTech,2000000,Seed,2021,Tomorrow Capital
Mindler,New Delhi,EdTech,1000000,Series A,2021,"Inflection Point Ventures, DLabs"
Fashinza,Gurgaon,B2B Manufacturing,2600000,Seed,2021,"Accel Partners, Elevation Capital"
BharatPe,New Delhi,FinTech,6000000,Debt,2021,"InnoVen Capital, Steadview Capital"
Turnip,Bangalore,Gaming,1600000,Seed,2021,Elevation Capital
Furlenco,Bangalore,Home Decor,2000000,,2021,BlackSoil Capital
Inficold,New Delhi,Solar,900000,Series A,2021,Shell Foundation
KIWI,New Delhi,TaaS startup,250000,Seed,2021,"PointOne Capital, Core91 VC"
Digit Insurance,Bangalore,FinTech,0,,2021,"A91 Partners, Faering Capital"
BharatPe,New Delhi,FinTech,10000000,Debt,2021,"InnoVen Capital, Steadview Capital"
MFine,Bangalore,Health care,16000000,,2021,"Blockchain Capital, SBI Ven Capital"
Udayy,Gurgaon,EdTech,2500000,Seed,2021,Alpha Wave Incubation
Lohum,Noida,EV startup,7000000,,2021,"Baring Private Equity Partners India, Talbros"
Darwinbox,Hyderabad,HR Tech,15000000,,2021,"Sequoia Capital India, 3one4 Capital"
DeHaat,Patna,AgriTech,30000000,Series C,2021,"Prosus Ventures, RTP Global"
Samunnati,Chennai,AgriTech,10000000,Debt,2021,"U.S. International Development Finance Corp, responsAbility"
Biconomy,New Delhi,Blockchain startup,1500000,Seed,2021,"Binance Labs, Zee Prime Capital"
True Elements,Pune,Food and Beverages,1000000,,2021,RP-Sanjiv Goenka Group
Siply,Bangalore,FinTech,1000000,Seed,2021,Inflection Point Ventures
Nao Spirits & Beverages Pvt Ltd,New Delhi,Beverages,2000000,Series A,2021,
PurpleTutor,Mumbai,EdTech,300000,Seed,2021,IvyCap Ventures
Karkhana.io,Mumbai,Manufacturing startup,1500000,Seed,2021,Zone Startups In
SSA Finserv,Mumbai,FinTech,3000000,,2021,Blue Ashva Capital
CoinSwitch Kuber,Bangalore,Cryptocurrency,15000000,Series A,2021,"Ribbit Capital, Kunal Shah"
Paperfly,Bangalore,E-commerce,11000000,,2021,Ecom Express
Infra.Market,Thane,E-commerce,6000000,Debt,2021,InnoVen Capital
ReadyAssist,Bangalore,Vehicle repair startup,1000000,Seed,2021,Satish Grampurohit
Chalo,Mumbai,IT,7000000,,2021,"Amit Singhal, Raine Ventures"
Udaan,Bangalore,E-commerce,280000000,,2021,"Octahedron Capital, Moonstone Capital"
Unacademy,Bangalore,EdTech,50000000,,2021,"Tiger Global, Dragoneer Investment Group, Steadview Capital, General Atlantic"
Ergos,Samsitpur,AgriTech,3000000,Series A,2021,"CDC Group, Aavishkaar Venture Capital"
Bolkar,Bangalore,Social network,0,,2021,"GSF, Pras Hanuma"
Wright Research,Mumbai,Advisory firm,0,Seed,2021,"Ajat Hukkoo, Piyush Chaplot"
Knocksense,Lucknow,Media,200000,,2021,"Mumbai Angels, Amitesh Pandey"
Pariksha,Pune,EdTech,1800000,,2021,"Venture Catalysts, 9Unicorns Accelerator Fund"
Toothsi,Mumbai,Healthcare,5000000,Series A,2021,Think Investments
Jumbotail,Bangalore,Food and Beverages,14300000,Series B,2021,"Nexus Venture Partners, 23 High Networth Individuals (HNIs)"
Phi Commerce,Pune,FinTech,4000000,Series A,2021,"Yatra Angel Network, BEENEXT"
Zupee,Gurgaon,Gaming,10000000,,2021,"Orios Venture Partners, Matrix Partners India"
Oneiric Gaming,Chandigarh,Gaming,0,,2021,Trishneet Arora
Finsall,Bangalore,Insuretech,300000,Seed,2021,Unicorn India Ventures
Legalwiz.in,Ahmedabad,Legaltech,500000,,2021,ContCentric
Practically,Telangana,EdTech,4000000,Series B,2021,Siana Capital
Cred,Bangalore,FinTech,81000000,Series C,2021,"DST Global, General Catalyst"
Devic Earth,Bangalore,Pollution control equiptment,1000000,,2021,Blue Ashva Capital
Zerone,Gurgaon,FinTech,1300000,Series A,2021,Anthill Ventures
boAt,Mumbai,Fashion & Lifestyle,100000000,,2021,"InnoVen Capital, InnoVen Capita"
Pocket Aces,Mumbai,Media,2000000,,2021,"3one4 Capital, DSP Group"
Kyt,Bangalore,EdTech,5000000,Series A,2021,Alpha Wave Incubation
iMumz,Bangalore,Healthcare,300000,,2021,"Enzia Ventures, AngelList"
BharatPe,New Delhi,FinTech,8200000,Debt,2021,"Steadview Capital, Insight Partners"
CropIn,Bangalore,AgriTech,20000000,Series C,2021,"Invested Development, Pratithi Investment Trust"
Vanity Wagon,Haryana,Cosmetics,200000,Seed,2021,"Dhianu Das, Agility Venture Partners"
Oyo,Gurgaon,Hospitality,7000000,Series F,2021,Hindustan Media Venture
Agri10x,Pune,AgriTech,0,Seed,2021,Omnivore
BlackSoil,Mumbai,FinTech,4000000,,2021,Awign Enterprises
HobSpace,Mumbai,EdTech,100000,Series A,2021,"Siddharth Bhaskar Shah, Upsparks"
DcodeAI,New Delhi,EdTech,500000,,2021,S Chand
Biocon Biologics,Bangalore,BioTechnology,70000000,,2021,"Goldman Sachs, Tata Capital"
KiranaKart,Mumbai,E-commerce,720000,Seed,2021,Global Founders Capital
Meddo,Gurgaon,Healthcare,3000000,Series A,2021,"growX ventures, Venture Gurukool"
SP Robotic Works,Chennai,EdTech,3000000,Series A,2021,Mount Judi India Growth Fund
3SC,Gurugram,Logistics,15000000,Series B,2021,GEF Capital’s South Asia Fund
Chai Waale,Chennai,Food & Beverages,600000,,2021,"Sunil Sethia, Sunil Kumar Singhvi, Manish Mardia"
Minimalist,Jaipur,Cosmetics,10000000,Series A,2021,Sequoia Capital
Biconomy,New Delhi,Blockchain,9000000,,2021,"Mechanism Capital, DACM"
Fixcraft,Gurugram,Automotive,1000000,Series A,2021,
Slice,Bangalore,Financial Services,10000000,,2021,"Northern Arc Capital, Niyogin Fintech Limited, Credit Saison India, Vivriti Capital"
90+ My Tuition App,Bangalore,EdTech,5000000,Series A,2021,Pearl Investment LLC
Wasabi,Bangalore,Consulting,1800000,Seed,2021,"021 Capital, Sparrow Capital"
Strata,Bangalore,Real Estate,6000000,Series A,2021,"Kotak Investment Advisors Limited, Gruhas Proptech"
Ourbetterplanet,Bangalore,E-commerce,300000,Seed,2021,VANS Group
Murf.ai,Bangalore,SaaS startup,1500000,Seed,2021,Elevation Capital
JetSynthesys,Pune,Media,2000000,,2021,Sachin Tendulkar
MYFITNESS,Silvassa,Fitness,1000000,Seed,2021,9Unicorns
I am Love,Mumbai,Healthcare,4000000,Seed,2021,Xentel Investments
MyGlamm,Mumbai,D2C,40000000,,2021,Accel Partners
Gumlet,Bangalore,IT,1600000,,2021,Sequoia’s Surge
Eloelo,Bangalore,Gaming,2000000,Series A,2021,"Waterbridge, Lumikai"
Edukemy,Noida,EdTech,2000000,Series A,2021,"Auxano, Falcon5"
Zingbus,Gurugram,Mobility,5000000,Series A,2021,Infoedge ventures
NewsReach,Ahmedabad,Media,300000,Seed,2021,JITO Angel Network
Pencilton,Hyderabad,FinTech,330000,Seed,2021,Jupiter
Bandhoo,Gurugram,IT,1000000,,2021,Unitus Ventures
ixigo,Gurugram,IT,53000000,,2021,"GIC, Infoedge"
The Whole Truth,Mumbai,Food & Beverages,6000000,Series A,2021,Sequoia Capital
Insane AI,Bangalore,Fitness,800000,Seed,2021,pi Ventures
Learn4o Technology,Jaipur,E-learning,0,Seed,2021,IAN
Droom,Gurugram,Automobile,200000000,,2021,
Skymet,Noida,Environmental Services,1000000,,2021,"Northern Arc, Caspian Impact Investments"
Go Swift,Bangalore,Consumer Services,2000000,Series A,2021,Kalaari Capital
Mamaearth,Gurugram,Healthcare,50000000,,2021,Sofina Ventures SA
G.O.A.T,Bangalore,D2C,36000000,Series A,2021,"Tiger Global, Flipkart Ventures"
Keeros,Lucknow,Food & Beverages,0,Series A,2021,Venture Catalysts
ReDesyn,Mumbai,Merchandise,300000,Series A,2021,Anthill Ventures
Inspacco,Pune,Facilities Services,200000,,2021,
Knorish,Gurugram,EdTech,1000000,Series A,2021,"Inflection Point Ventures, Rockstud Capital, Pentathlon Ventures, Prophetic Ventures syndicate"
Dozee,Bangalore,Healthcare,5000000,Series A,2021,Prime VP
BlackBuck,Bangalore,Logistics & Supply Chain,67000000,Series E,2021,"Tribe Capital, IFC Emerging Asia Fund, VEF"
Mailmodo,Bangalore,Marketing & Advertising,2000000,Seed,2021,"Sequoia’s Surge, Y Combinator"
SuperBeings,Bangalore,Computer software,0,Seed,2021,Endiya Partners
NirogStreet,New Delhi,Healthcare,2500000,Series A,2021,"Gokul Rajaram, Pureland Venture, Wavemaker Partners"
Hyreo,Thiruvananthapuram,Human Resources,0,Series A,2021,Callapina Capital
GODI Energy,Hyderabad,Automotive,0,,2021,Blue Ashva Capital
Even,Bangalore,Healthcare,5000000,Seed,2021,Khosla Ventures
Captain Fresh,Bangalore,Logistics,12000000,Series A,2021,"Accel Partners, Matrix India"
Otipy,Gurugram,Food & Beverages,10200000,Series A,2021,"Omidyar Network India, Innoven Capital"
Lenskart,Faridabad,Eyewear,220000000,,2021,"Temasek, Falcon Edge"
Eka.care,Bangalore,Healthcare,4500000,,2021,"Deep Kalra, Ashish Kashyap, Rajesh Magow"
Braingroom,Chennai,EdTech,200000,,2021,"IAN, Social Alpha, Startup Oasis"
Edvizo,Bangalore,Consumer Services,1000000,Series A,2021,Inflection Point Ventures
Credenc,New Delhi,FinTech,25000000,,2021,Capital India
GlobalBees,New Delhi,D2C Business,150000000,Series A,2021,"FirstCry, Lightspeed Venture Partners"
Spinny,Gurugram,Automotive,108000000,Series D,2021,Tiger Global
Mynvax,Bangalore,Biotechnology,4000000,Series A,2021,"Accel, LetsVenture, 1Crowd"
RiseBird,Pune,Human Resources,500000,,2021,SAB Holdings
Uvi Health,Bangalore,Healthcare,330000,Seed,2021,Titan Capital
Vegrow,Bangalore,Farming,13000000,,2021,"Lightspeed Venture Partners, Elevation Capital"
Automovill,Bangalore,Automotive,500000,,2021,Mumbai Angels Network
NFTically,Gurugram,NFT Marketplace,0,Seed,2021,Jayanti Kanani
HealthifyMe,Bangalore,Healthcare,75000000,Series C,2021,"LeapFrog, Khosla Ventures"
GalaxyCard,Gurugram,FinTech,450000,,2021,JITO Angel Network
Bella Vita Organic,Gurugram,Healthcare,10000000,,2021,Ananta Capital
SmartCoin,Bangalore,FinTech,10000000,,2021,"Northern Arc, Vivriti Capital"
