Company_Name,HeadQuarter,Sector,Amount($),Stage,Year,Investor
AppsFlyer,Bangalore,SaaS,210000000.0,Series D,2020,General Atlantic
Digit Insurance,Bangalore,Insurtech,84000000.0,,2020,"A91 Partners, Faering Capital, TVS Capital"
Livspace,Bangalore,Interior Design,60000000.0,Series D,2020,"Tahoe Investment Group, Mercer Investment"
LogiNext,,Transport Automation,39000000.0,Series B,2020,"Tiger Global, Steadview Capital"
Samosa Singh,Bangalore,Food,2700000.0,Series A,2020,She Capital
Crysta,Delhi,Healthtech,1403400.0,Series A,2020,"Green Shots Capital, Alfa Ventures, Real Time Venture, Petrotech, Steel City Securities, Lalit Wadhwa, Dr Kriti Maroli"
Eupheus Learning,New Delhi,Edtech,4300000.0,Series A,2020,Yuj Ventures
Bounce,Bangalore,Automotive and Rentals,105000000.0,Series D,2020,"Accel Partners, B Capital"
Park+,,Techonology,11000000.0,,2020,"Sequoia Capital, Matrix Partners India"
Goodmylk,Bangalore,Dairy,400000.0,Seed,2020,"Ginni International, Elisa Khong, Sandeep Singh, VegInvest"
SmartKarrot,,SaaS,1000000.0,,2020,Angel investors
Skylo,,IoT,103000000.0,Series B,2020,SoftBank Group
Tea Trunk,Goa,Beverage,220000.0,,2020,Angel investors
Zoomcar,Bangalore,Transport & Rentals,30000000.0,Series D,2020,Sony Innovation Fund
Mera Cashier,Noida,Fintech,250000.0,Seed,2020,"Amit Singal, Manish Aggarwal"
Samya AI,,SaaS,6000000.0,Seed,2020,Sequoia India
Kristal AI,,AI,6000000.0,Series A,2020,Chiratae Ventures
Invento Robotics,,AI Robotics,281300.0,Seed,2020,"Windrose Capital, ITI Growth Opportunities Venture Fund"
Medicus,Mumbai,Healthtech,12700.0,,2020,Angel investors
Monech,Mumbai,Fintech,12700.0,Seed,2020,Angel investors
Teach Us,,Edtech,12700.0,Seed,2020,Angel investors
Phenom People,,HR tech,30000000.0,Series C,2020,WestBridge Capital
Extra Edge,Pune,Edtech,700000.0,Series A,2020,"Sprout Venture Partners, Indian Angel Network"
Capital Quotient,Bangalore,Fintech,600000.0,,2020,Undisclosed
Karfa,Delhi,Ecommerce,25000.0,Seed,2020,Undisclosed
Gamerji,,Gaming,400000.0,,2020,La Gajjar Group
Bounce,Bangalore,Automotive and Rentals,97500000.0,Series D,2020,"Accel Partners, B Capital"
Zinier,Bangalore,Automation,90000000.0,Series C,2020,ICONIQ Capital
ProEves,Delhi,Preschool Daycare,507000.0,Seed,2020,1Crowd
Capital Float,Bangalore,Fintech,15000000.0,,2020,"Sequoia Capital, Ribbit Capital, Amazon, Saif Partners"
Ninjacart,Bangalore,B2B Agritech,10000000.0,Series C,2020,"Flipkart India, Singapore-based GEC3"
TechnifyBiz,,B2B Agritech,2000000.0,Seed,2020,"Omnivore, Insitor Impact Asia Fund"
Wysh,Hyderabad,E-connect,2000000.0,Series A,2020,Kalaari Capital
Keito,Pune,AI,160000.0,Seed,2020,Suma Soft Pvt Ltd
Klub,,Fintech,2000000.0,Seed,2020,Sequoia Surge
Rheo,,Entertainment,2000000.0,,2020,"Lightspeed Venture Partners, Sequoia Surge"
Axio Biosolutions,Bangalore,Medtech,5200000.0,Series B,2020,Omidyar Network India
Techbooze,,Consultancy,15000000.0,Series A,2020,Space Capital
Testbook,,Edtech,8400000.0,Series B,2020,Iron Pillar
FabAlley,Noida,Ecommerce,1100000.0,,2020,Trifecta Capital
HaikuJAM,,,3400000.0,,2020,"Lightbox. Social Capital, Dunce Capital"
Mamaearth,,Ecommerce,18300000.0,Series A,2020,Sequoia India
Rentomojo,,Rental,2000000.0,,2020,GMO Payment Gateway
Zomato,,Foodtech,150000000.0,,2020,Ant Financial
Byju,,Edtech,200000000.0,,2020,Tiger Global
Generico,Mumbai,Pharmacy,1400000.0,,2020,Alteria Capital
HighRadius,Hyderabad,SaaS,125000000.0,Series B,2020,ICONIQ Capital
Chai Kings,Chennai,Beverage,1000000.0,,2020,The Chennai Angels (TCA)
Rivigo,Gurugram,Logistics,3400000.0,Series F,2020,Trifecta Capital
Shiksha,,Edtech,181000.0,,2020,Mumbai Angels Network
Super Surfaces,Hyderabad,Deisgning,500000.0,Series A,2020,Vishnu Reddy
Quicko,Ahmedabad,Taxation,280000.0,,2020,"Zerodha fintech fund, Rainmatter"
Satin Creditcare,Gurgaon,Fintech,15000000.0,,2020,Austrian Bank
XpressBees,,Logistics,10000000.0,,2020,Alibaba
Wealth Bucket,,Fintech,3000000.0,,2020,"NorthStar, Vinod Khatumal"
GoMechanic,Delhi,Automobile Technology,14700000.0,Series B,2020,"Chiratae Ventures, Sequoia Capital, Orios Venture Partners"
Fashor,Chennai,Fashion,1000000.0,Series A,2020,Sprout venture partners
Leverage Edu,Delhi,Edtech,1500000.0,,2020,"DSG Consumer Partners, Blume Ventures"
EpiFi,,Fintech,13200000.0,Seed,2020,"Sequoia India, Ribbit Capital"
Purplle,Mumbai,Cosmetics,8000000.0,,2020,Verlinvest
Shuttl,Delhi,Transport,8043000.0,Series C,2020,SIG Global India Fund LLP.
Pando,Chennai,Logitech,9000000.0,Series A,2020,Chiratae Ventures
Unbox Robotics,Bangalore,AI startup,1200000,Series A,2021,"BEENEXT, Entrepreneur First"
upGrad,Mumbai,EdTech,120000000,,2021,"Unilazer Ventures, IIFL Asset Management"
Lead School,Mumbai,EdTech,30000000,Series D,2021,"GSV Ventures, Westbridge Capital"
Bizongo,Mumbai,B2B E-commerce,51000000,Series C,2021,"CDC Group, IDG Capital"
FypMoney,Gurugram,FinTech,2000000,Seed,2021,"Liberatha Kallat, Mukesh Yadav, Dinesh Nagpal"
Urban Company,New Delhi,Home services,188000000,,2021,Vy Capital
Comofi Medtech,Bangalore,HealthTech,200000,,2021,"CIIE.CO, KIIT-TBI"
Qube Health,Mumbai,HealthTech,0,Series A,2021,Inflection Point Ventures
Vitra.ai,Bangalore,Tech Startup,0,,2021,Inflexor Ventures
Taikee,Mumbai,E-commerce,1000000,,2021,
Fitterfly,Mumbai,HealthTech,3000000,Series A,2021,"9Unicorns Accelerator Fund, Metaform Ventures"
FreeStand,New Delhi,B2B service,100000,,2021,"SucSEED Indovation, IIM Calcutta Innovation Park"
MyDentalPlan,Bangalore,Helathcare,700000,Seed,2021,Safe Planet Medicare
Freyr Energy,Hyderabad,Renewable Energy,2000000,,2021,"Impact Partners, C4D Partners"
DealShare,Jaipur,E-commerce,9000000,,2021,"Tiger Global Management, InnoVen Capital"
Tessolve,Bangalore,Electronics,40000000,,2021,Novo Tellus Capital
Smart Joules,New Delhi,Renewable Energy,49000000,,2021,"Raintree Family Office, ADB arm"
ORAI,Bangalore,IT startup,400000,Series A,2021,Inflection Point Ventures
ixamBee,New Delhi,EdTech,300000,Seed,2021,"Mumbai Angels, Narendra Shyamsukha"
CoinSwitch Kuber,Bangalore,FinTech,25000000,Series B,2021,"Paradigm, Kunal Shah"
Razorpay,Bangalore,FinTech,160000000,Series E,2021,"Matrix Partners India, GIC"
Uable,Bangalore,EdTech,0,Seed,2021,"Chiratae Ventures, JAFCO Asia"
ZFW Hospitality,New Delhi,Food & Beverages,150000,Seed,2021,"Mumbai Angels Network, Expert DOJO"
Optimized Electrotech,Ahmadabad,Aeorspace,1800000,Series A,2021,GVFL
Northern Arc,Chennai,FinTech,5000000,,2021,"Kotak Mahindra Bank, FMO"
Chara,Bangalore,Deep Tech,850000,Seed,2021,Kalaari Capital
Sirona Hygiene,New Delhi,HealthTech,3000000,Series A,2021,"NB Ventures, IAN Fund"
Pristyn Care,Gurugram,HealthTech,53000000,Series D,2021,"Sequoia Capital India, Hummingbird Ventures"
TrulyMadly,New Delhi,Dating,2000000,Series A,2021,"Gaurav Munjal, Snehil Khanor"
Vidyakul,,EdTech,500000,Seed,2021,"JITO Angel Network, SOSV"
Jambox Games,Bangalore,Gaming,1100000,Seed,2021,
Miko,Mumbai,Robotics,6000000,,2021,"Chiratae Ventures, YourNest Venture Capital"
SuperK,"Small Towns, Andhra Pradesh",Retail,800000,Seed,2021,STRIVE VC
TagZ Foods,Bangalore,Food,500000,Series A,2021,Venture Catalysts
Fuel Buddy,New Delhi,Oil and Energy,1000000,,2021,Jaipuria Family Office
M1xchange,Gurugram,FinTech,10000000,,2021,Amazon
Spintly,Goa,Tech Startup,500000,,2021,Riso Capital
EF Polymer,Rajsamand,AgriTech,200000,,2021,MTG Ventures
boAt,New Delhi,Electronics,6000000,,2021,"Qualcomm Ventures, Warburg Pincus"
TruNativ,Mumbai,Food & Beverages,0,Seed,2021,9Unicorns
iBus,Bangalore,Telecommuncation,21000000,,2021,Morgan Stanley
Puresh Daily,Ranchi,Milk startup,100000,Seed,2021,"Alfa Ventures, Agility Venture Partners"
LearnVern,Ahmadabad,EdTech,1000000,,2021,
LimeChat,"Faridabad, Haryana",AI Chatbot,7500000,Seed,2021,"Stellaris Venture Partners, Ramakant Sharma"
Dybo,Bangalore,IT,100000,Seed,2021,Spanache
moEVing,Gurugram,Logistics,1000000,Seed,2021,
WeWork India,Bangalore,Hospitality,26000000,,2021,
Solethreads,Gurugram,Fashion,1000000,Series A,2021,"DSG Consumer Partners, Saama Capital"
Beldara,Mumbai,E-commerce,7400000,,2021,Hindustan Media Ventures
CredFlow,New Delhi,FinTech,2000000,Seed,2021,"Stellaris Venture Partners, Omidyar Network India, Flourish Ventures"
Do Your Thng,Gurugram,Marketing,1500000,,2021,"Angelbay Holdings, Faad Network"
Oye Rickshaw,Gurugram,Transportation,3000000,,2021,"Alteria Capital, Chiratae Ventures"
Legitquest,New Delhi,LegalTech,600000,,2021,"WaterBridge Ventures, Info Edge"
Swiggy,Bangalore,Food delivery,800000000,,2021,"Carmignac, Falcon Edge Capital"
AntWak,Bangalore,EdTech,0,Seed,2021,"Vaibhav Domkundwar, Kunal Shah"
PlayShifu,Bangalore,EdTech,17000000,Series B,2021,"Chiratae Ventures, Bharat Innovation Fund"
Pitstop,Bangalore,Automotive,3500000,Series B,2021,"Acko Technology, Services, LetsVenture"
Lendingkart,Gujarat,FinTech,15000000,Debt,2021,"Bertelsmann India Investments, Fullerton Financial Holdings"
CRED,Bangalore,FinTech,215000000,Series D,2021,"Dragoneer Investment Group, Tiger Global Management"
Karnival,Bangalore,SaaS startup,2500000,Seed,2021,http://100x.vc/
PharmEasy,Mumbai,HealthTech,350000000,Series E,2021,"TPG Growth, Caisse de Depot et Placement du Quebec"
WESS,Mumbai,Renewable Energy,2000000,Seed,2021,Centrum Financial Services
ShopSe,Mumbai,FinTech,5500000,,2021,"Chiratae Ventures, BEENEXT"
Fantasy Akhada,Gurugram,Fantasy sports,600000,,2021,Harsha Bhogle
Rage Coffee,New Delhi,Food & Beverages,0,Series A,2021,"GetVantage, Prakash Katama"
Groww,Bangalore,FinTech,83000000,Series D,2021,"Tiger Global Management, Y Combinator Continuity Fund"
Avanti Finance,Bangalore,FinTech,26000000,Series A,2021,Michael & Susan Dell Foundation
Kudos,Pune,FinTech,0,Series A,2021,Marquee fintech founders
OfBusiness,Gurugram,FinTech,110000000,,2021,"Falcon Edge India, Norwest Venture Partners"
Superpro.ai,Bangalore,Video communication,3000000,Seed,2021,"SOSV, Omphalos Ventures India"
ShareChat,Bangalore,Social Media,500000000,,2021,"Twitter Ventures, Pawan Munjal"
WiT-ACE,Gurugram,Skill development,1000000,Seed,2021,CitiusTech
Spinny,Gurugram,Retail,65000000,Series C,2021,"Arena Holdings, Think Investments"
Alteria Capital,Mumbai,FinTech,150000000000,Debt,2021,
Safexpay,Thane,FinTech,6000000,,2021,"T Choithrams BVI, Ardor"
PumPumPum,Gurugram,Rental,700000,Series A,2021,"Kogta Financial India Limited, ICICI Bank"
Speciale Invest,Bangalore,FinTech,10000000,,2021,
Eunimart,Hyderabad,E-commerce,700000,Series A,2021,"SucSEED Venture Partners, TMT Connekt"
Meesho,Bangalore,E-commerce,300000000,,2021,"SAIF Partners, Venture Highway"
CareerLabs,Bangalore,EdTech,2200000,,2021,Global Founders Capital
Uable,Bangalore,EdTech,35000000,Series A,2021,"JAFCO Asia, Chiratae Ventures"
Zoko,Bangalore,Tech Startup,140000000,Seed,2021,Y Combinator
GetWork,Gurugram,Recruitment,200000,Seed,2021,Artha Venture Fund
Easebuzz,Pune,E-commerce,4000000,Series A,2021,"Jitendra Gupta, Amrish Rau"
Chingari,Bangalore,Social Media,13000000,,2021,"FJ Labs, Brian Norgard"
DusMinute,Bangalore,Retail,1100000,Series A,2021,Indian Angel Network
Karbon Card,Bangalore,FinTech,0,,2021,Y Combinator
Factors.AI,Bangalore,SaaS startup,2000000,,2021,"Elevation Partners, Emergent Ventures"
Elevar,Mumbai,Sports,2000000,,2021,"Kalaari Capital, Dream Capital"
Studio Sirah,Bangalore,Computer Games,800000,,2021,Lumikai
OTO Capital,Mumbai,FinTech,6000000,,2021,Matrix Partners India
1Bridge,Bangalore,Consumer Goods,2500000,,2021,C4D Partners
Skeps,Gurugram,FinTech,9500000,,2021,Bertelsmann India
Curefoods,Bangalore,Food & Beverages,13000000,,2021,"Iron Pillar, Nordstar, Binny Bansal"
TartanSense,Bangalore,Information Technology,5000000,,2021,"FMC, Omnivore, Blume Ventures"
Bewakoof,Mumbai,Apparel & Fashion,8000000,,2021,InvestCorp
Kirana247,New Delhi,Logistics & Supply Chain,1000000,,2021,
FanPlay,Computer Games,Computer Games,0,,2021,"Pritesh Kumar, Bharat Gupta"
NeoDocs,Mumbai,Healthtech,0,,2021,"Y Combinator, 9Unicorns, Titan Capital"
IsGoingOnline,Cochin,Retail,200000,,2021,"Unicorn India Ventures, SEA Fund, Devdatt Shah"
Camp K12,Gurugram,EdTech,12000000,,2021,"Matrix Partners India, Elevation Capital"
Elda Health,Bangalore,Healthcare,1500000,,2021,"Avaana Capital, Orios Ventures"
Sporjo,Mumbai,SportsTech,2000000,,2021,Punit Balan
Advantage Club,Mumbai,HRTech,1700000,,2021,"Y Combinator, Broom Ventures, Kunal Shah"
SuperGaming,Pune,Gaming,5500000,,2021,"Skycatcher, AET Fund, BAce Capital, Dream Incubator, 1Up Ventures"
Ruptok,New Delhi,FinTech,1000000,,2021,Eclear Leasing
Curefoods,Bangalore,Food & Beverages,13000000,,2021,"Iron Pillar, Nordstar, Binny Bansal"
TartanSense,Bangalore,Information Technology,5000000,Series A,2021,"FMC, Omnivore, Blume Ventures"
Bewakoof,Mumbai,Apparel & Fashion,8000000,,2021,InvestCorp
Kirana247,New Delhi,Logistics & Supply Chain,1000000,Series A,2021,
FanPlay,Computer Games,Computer Games,0,,2021,"Pritesh Kumar, Bharat Gupta"
NeoDocs,Mumbai,Healthtech,0,Seed,2021,"Y Combinator, 9Unicorns, Titan Capital"
IsGoingOnline,Cochin,Retail,200000,Series A,2021,"Unicorn India Ventures, SEA Fund, Devdatt Shah"
Camp K12,Gurugram,EdTech,12000000,Series A,2021,"Matrix Partners India, Elevation Capital"
Elda Health,Bangalore,Healthcare,1500000,Seed,2021,"Avaana Capital, Orios Ventures"
Sporjo,Mumbai,SportsTech,2000000,Series A,2021,Punit Balan
Advantage Club,Mumbai,HRTech,1700000,,2021,"Y Combinator, Broom Ventures, Kunal Shah"
SuperGaming,Pune,Gaming,5500000,Series A,2021,"Skycatcher, AET Fund, BAce Capital, Dream Incubator, 1Up Ventures"
Ruptok,New Delhi,FinTech,1000000,,2021,Eclear Leasing
O’ Be Cocktails,Bangalore,Wine & Spirits,400000,,2021,"First Cheque, Letsventure"
Zetwerk,Bangalore,Mechanical & Industrial Engineering,150000000,Series E,2021,
AppsForBharat,Bangalore,Spiritual,4000000,Seed,2021,"Sequoia Capital India, BEENEXT"
Imagimake,Mumbai,Consumer Goods,0,,2021,Velocity
Khatabook,Bangalore,Financial Services,100000000,Series C,2021,"Tribe Capital, Moore Strategic Ventures (MSV)"
Smytten,Gurugram,Consumer Goods,6000000,Series A,2021,Fireside Ventures
Syook,Bangalore,Industrial Automation,1000000,Series A,2021,"Inflection Point Ventures, ONGC"
Akudo,Bangalore,FinTech,0,Seed,2021,"Y Combinator, Incubate Fund India"
NOTO,Mumbai,Consumer Goods,500000,Series A,2021,"Titan Capital, Rockstud Capital,  John Abraham, WEH Ventures"
Lumiq,Noida,Information Technology,2000000,Seed,2021,Info Edge Ventures
CommerceUp,Gurugram,Information Technology,0,Seed,2021,NB Ventures
Breathe Well-being,Gurugram,Health,5500000,Series A,2021,Accel
Hike,New Delhi,Information Technology,0,,2021,"Binny Bansal, Kunal Shah"
House of Kieraya,Bangalore,Lifestyle,15000000,,2021,TradeCred
goEgoNetwork,Pune,Automotive,2000000,,2021,
Probus,New Delhi,IoT,500000,Bridge,2021,Unicorn India Ventures
DrinkPrime,Bangalore,Consumer Goods,1000000,,2021,"UC Inclusive Credit, Western Capital"
Smart Express,Mumbai,Logistics,10000000,Seed,2021,"IIFL India Private Equity Fund, Smiti Holding & Trading Company"
Smallcase,Bangalore,FinTech,40000000,Series C,2021,Faering Capital
SATYA MicroCapital,New Delhi,Banking,10000000,,2021,"responsAbility Investments, Blue Orchard"
Snack Amor,Mumbai,Food & Beverages,0,,2021,"Sanchit Agarwal, Sujan Sinha, Michael Cooke"
Postman,Bangalore,Computer software,225000000,Series D,2021,"CRV, Nexus Venture Partners"
Hashnode,Bangalore,Computer software,6700000,Series A,2021,"Salesforce Ventures, Sierra Ventures, Sequoia Capital India’s Surge"
RACEnergy,Hyderabad,Automotive,1300000,Seed,2021,"Micelio Fund, growX ventures"
BharatPe,New Delhi,FinTech,20000000,Debt,2021,"IIFL Wealth, Asset Management, Northern Arc Capital"
Gyde,Pune,Computer software,250000,Seed,2021,"Better Capital, Ashish Achrekar"
BatteryPool,Pune,Automotive,0,Seed,2021,IAN
AgNext,Chandigarh,AgriTech,21000000,Series A,2021,Alpha Wave Incubation
Xpresslane,Bangalore,Tech startup,400000,Seed,2021,"Point One Capital, Yatra Angel Network (YAN), Opus Consulting, Manipal Technologies."
LoanKuber,New Delhi,Digital mortgage,1200000,Series A,2021,
OYO,Gurugram,Hospitality,5000000,Series F,2021,Microsoft
Rapido,Bangalore,Information Technology & Services,52000000,,2021,"Shell Ventures, Yamaha, Kunal Shah"
YPay,Noida,FinTech,400000,,2021,We Founder Circle
SleepyCat,Mumbai,Furniture,3800000,,2021,"Saama Capital, DSG Consumer Partners, Sharrp Ventures"
Ultrahuman,Bangalore,Healthcare,17500000,,2021,Tiger Global’s Scott Schleifer
UpScalio,Gurugram,E-commerce,42000000,,2021,
Yellow Class,Gurugram,EdTech,6000000,,2021,Elevation Capital
Yojak,Gurugram,B2B marketplace,3800000,,2021,Info Edge Ventures
CreatorStack,Bangalore,Computer software,2000000,,2021,Accel
Expertrons,Mumbai,EdTech,2300000,,2021,"Venture Catalysts, Auxano Capital, Venture Garage, Yoga Capital, Ah!Ventures, Lead Angels"
Rage Coffee,New Delhi,Food & Beverages,5000000,,2021,Sixth Sense Ventures
Klub,Bangalore,Financial Services,20000000,,2021,"9Unicorns, Sequoia Capital India’s Surge"
Navia Life Care,New Delhi,Healtcare,1000000,,2021,"Anicut Angel Fund, 9 Unicorns"
1K Kirana Bazaar,Gurugram,Retail,7000000,,2021,"Info Edge, FalconEdge"
Zupee,Gurugram,Gaming,30000000,,2021,"WestCap Group, Tomales Bay Capital"
Locale.ai,Bangalore,Location Analytics,1000000,,2021,"Chiratae Ventures, Better Capital"
VerSe Innovation,Bangalore,Media,450000000,,2021,"Siguler Guff, Baillie Gifford"
MetroRide,Bangalore,Transportation,0,,2021,
Miko,Mumbai,Consumer Electronics,28000000,,2021,"IIFL AMC, Mankind Pharma Family Office, Aroa Ventures"
Whiz League,New Delhi,EdTech,300000,,2021,ITI Growth Opportunities
Hash,New Delhi,Tobacco,3500000,,2021,Amrac Investment Trust
Unacademy,Bangalore,EdTech,0,,2021,Bhavin Turakhia
Log 9 Materials,Bangalore,Deeptech,8500000,Series A,2021,Amara Raja Batteries
upGrad,Mumbai,EdTech,25000000,,2021,India Infoline Finance
FlashPrep,Bangalore,EdTech,500000,Seed,2021,Venture Highway
Kenko Health,Mumbai,Insuretech,1700000,Series A,2021,"BEENEXT, Orios"
Wiz Freight,Chennai,Logistics & Supply Chain,3500000,Seed,2021,Axilor
Credgenics,New Delhi,Financial Services,25000000,Series A,2021,"Westbridge Capital, Tanglin Venture Partners"
BlueLearn,Goa,EdTech,400000,Seed,2021,"100X.VC﻿,﻿ Titan Capital, Rahul Mathur, Gaurav Mandlecha"
NimbleBox.ai,Chennai,MLOps platform,1000000,Seed,2021,Venture Catalysts
Pickrr,Gurugram,Logistics & Supply Chain,12000000,Series B,2021,"IIFL, Amicus Capital, Ananta Capital"
Stellaris Venture Partners,Bangalore,Venture Capital,225000000,,2021,
Grip Invest,Gurugram,Financial Services,3000000,Series A,2021,"Venture Highway, Endiya Partners"
Heads Up For Tails,New Delhi,Pet care,37000000,Series A,2021,"Verlinvest, Sequoia Capital India"
Blue Tokai Coffee Roasters,New Delhi,Food & Beverages,2000000,Series B,2021,Anicut Angel Fund
Neeman,Hyderabad,Consumer Goods,2000000,Series A,2021,Sixth Sense Ventures
BharatPe,New Delhi,FinTech,370000000,Series E,2021,Tiger Global
GoSats,Bangalore,FinTech,700000,Seed,2021,"Alphabit Fund, Fulgur Ventures, Stacks Accelerator, SBX Capital"
StockGro,Bangalore,FinTech,5000000,Series A,2021,"Roots Ventures, Velo Partners"
Onsurity,Bangalore,Healthcare,16000000,Series A,2021,Nexus Venture Partners
Khabri,Gurugram,Media,2000000,Series A,2021,
Celcius,Mumbai,Logistics,500000,,2021,"Mumbai Angels Network, Huddle, Lumis Partners"
AyuRythm,Bangalore,Healthcare,0,Seed,2021,SucSEED Indovation Fund
Enguru,Bangalore,EdTech,0,Series A,2021,"Potencia Ventures, Bisk Ventures, LetsVenture, Ronnie Screwvala, Arihant Patni"
Rocket Skills,Gurugram,EdTech,200000,Seed,2021,"Better Capital, First Cheque, Titan Capital"
RenewBuy,Gurugram,FinTech,10000000,Series C,2021,Evolvence Capital
Faarms,Bangalore,AgriTech,2000000,Seed,2021,
UrbanMatrix Technologies,Chennai,Drone,100000,,2021,SARA ELGI
Jupiter,Mumbai,Banking,44000000,Series B,2021,"Nubank, Global Founders Capital, Sequoia Capital India, Matrix Partners India"
Pixuate,Bangalore,Deeptech,1000000,Seed,2021,SucSEED Indovation Fund
Playo,Bangalore,SportsTech,500000,Series A,2021,ah! Ventures High Tables
Toothsi,Mumbai,Health,20000000,Series B,2021,"Eight Roads Ventures, Think Investments, Mankekar Family Office"
Soothe Healthcare,New Delhi,Consumer Goods,10000000,Series C,2021,A91 Partners
Goodmeetings,Bangalore,Computer software,1700000,Series A,2021,Chiratae Ventures
Apnaklub,Bangalore,Wholesale,3500000,Seed,2021,Sequoia’s Surge
ChefKart,Gurugram,Consumer Goods,300000,Seed,2021,"Lead Angels, Titan Capital, Pravega Ventures"
Fashinza,Gurugram,Apparel & Fashion,20000000,Series A,2021,"Accel Partners, Elevation Capital"
Fabheads,Chennai,Industrial Automation,0,Series A,2021,"Inflection Point Ventures, Rockstud Capital, FirstPort Capital, Bliss Flow Investments Pvt Ltd"
QuickShift,Pune,Logistics & Supply Chain,770000,Seed,2021,"Anicut Angel Fund, Axilor Ventures"
StackBOX,Bangalore,Logistics & Supply Chain,1200000,,2021,"Ecosystem Ventures, CMM group"
MedPrime Technologies,Thane,Healthcare,0,Seed,2021,"Mumbai Angels Network, Social Alpha"
infra.market,Thane,Construction,125000000,Series D,2021,Tiger Global
CollegeDekho,Gurgaon,E-learning,35000000,Series B,2021,"Disrupt ADQ, QIC"
BOX8,Mumbai,Food & Beverages,40000000,,2021,Tiger Global
Simpl,Bangalore,Consumer Services,40000000,Series B,2021,"Valar Ventures, IA Ventures"
8i Ventures,Mumbai,Venture Capital & Private Equity,50000000,,2021,
PayGlocal,Bangalore,Financial Services,4900000,Series A,2021,Sequoia Capital India
Curefit,Bangalore,"Health, Wellness & Fitness",145000000,,2021,Zomato
Pocket FM,Bangalore,OTT,22000000,Series B,2021,"Lightspeed, Times Group, Tanglin Venture Partners"
CHARGE+ZONE,Vadodara,Automotive,10000000,,2021,Venture Catalysts
PlanetSpark,Gurugram,Education Management,13000000,Series B,2021,"Binny Bansal, Deep Kalra, Dr Ashish Gupta, Gokul Rajaram, Shirish Nadkarni"
LenDenClub,Mumbai,Financial Services,10000000,Series A,2021,"Tuscan Ventures, Ohm Stock Brokers, Artha Venture Fund"
CometChat,Mumbai,Computer Software,10000000,Series A,2021,Signal Peak Ventures
AgroStar,Pune,AgriTech,70000000,Series D,2021,"Evolvence, Hero Enterprise"
Bizongo,Mumbai,Information Technology & Services,100000000,Series D,2021,Tiger Global
Probus Insurance,Mumbai,Insurance,6700000,,2021,BlueOrchard Impact Investment Managers
MoEngage,Bangalore,Software Startup,30000000,Series D,2021,Steadview Capital
CloudSEK,Bangalore,Computer & Network Security,7000000,Series A,2021,MassMutual Ventures
Exponent Energy,Bangalore,Automotive,5000000,Series A,2021,YourNest VC
Trinkerr,Bangalore,Capital Markets,6600000,Series A,2021,Accel India
Zorro,Gurugram,Social network,32000000,Seed,2021,"Vijay Shekhar Sharma, Ritesh Agarwal, Ankiti Bose"
Ultraviolette,Bangalore,Automotive,150000000,Series C,2021,"TVS Motor, Zoho"
NephroPlus,Hyderabad,Hospital & Health Care,24000000,Series E,2021,IIFL Asset Management
Unremot,Bangalore,Information Technology & Services,700000,Seed,2021,Inflection Point Ventures
FanAnywhere,Bangalore,Financial Services,0,Seed,2021,"Oasis Capital, Scorpio VC, DeltaHub Capital"
PingoLearn,Pune,E-learning,200000,,2021,"Titan Capital, Haresh Chawla, AngelList Syndicate"
Spry,Mumbai,Music,1500000,Seed,2021,"9Unicorns, Ashneer Grover"
Enmovil,Hyderabad,Information Technology & Services,1300000,Series A,2021,Anicut Angel Fund
ASQI Advisors,Mumbai,Financial Services,1000000,Series A,2021,Founders Room Capital
Insurance Samadhan,New Delhi,Insurance,725000,Series A,2021,"9Unicorns, ZNL"
Evenflow Brands,Mumbai,Consumer Goods,500000,,2021,
MasterChow,Food & Beverages,Hauz Khas,461000,Seed,2021,WEH Ventures
Fullife Healthcare,Pharmaceuticals	#REF!,Primary Business is Development and Manufacturing of Novel Healthcare Products in Effervescent forms using imported propriety ingredients.,0,,2021,$22000000
Trinkerr,Bangalore,Capital Markets,6600000,Series A,2021,Accel India
Zorro,Gurugram,Social network,32000000,Seed,2021,"Vijay Shekhar Sharma, Ritesh Agarwal, Ankiti Bose"
Ultraviolette,Bangalore,Automotive,150000000,Series C,2021,"TVS Motor, Zoho"
NephroPlus,Hyderabad,Hospital & Health Care,24000000,Series E,2021,IIFL Asset Management
Unremot,Bangalore,Information Technology & Services,700000,Seed,2021,Inflection Point Ventures
FanAnywhere,Bangalore,Financial Services,0,Seed,2021,"Oasis Capital, Scorpio VC, DeltaHub Capital"
PingoLearn,Pune,E-learning,200000,,2021,"Titan Capital, Haresh Chawla, AngelList Syndicate"
Spry,Mumbai,Music,1500000,Seed,2021,"9Unicorns, Ashneer Grover"
Enmovil,Hyderabad,Information Technology & Services,1300000,Series A,2021,Anicut Angel Fund
ASQI Advisors,Mumbai,Financial Services,1000000,Series A,2021,Founders Room Capital
Insurance Samadhan,New Delhi,Insurance,725000,Series A,2021,"9Unicorns, ZNL"
Evenflow Brands,Mumbai,Consumer Goods,500000,,2021,
MasterChow,Food & Beverages,Hauz Khas,461000,Seed,2021,WEH Ventures
Fullife Healthcare,Pharmaceuticals	#REF!,Primary Business is Development and Manufacturing of Novel Healthcare Products in Effervescent forms using imported propriety ingredients.,0,,2021,$22000000
MoEVing,Gurugram	#REF!,MoEVing is India's only Electric Mobility focused Technology Platform with a vision to accelerate EV adoption in India.,0,,2021,$5000000
